frame,preprocess_ms,inference_ms,postprocess_ms,total_ms
1983,1.855,7.328,1.353,10.536
1984,2.002,7.55,1.315,10.866
1985,1.845,7.291,1.236,10.372
1986,1.855,7.278,1.217,10.349
1987,1.87,7.324,1.28,10.474
1988,1.918,7.299,1.27,10.487
1989,2.032,7.294,1.224,10.55
1990,1.944,7.378,1.275,10.598
1991,1.877,7.326,1.332,10.534
1992,1.937,7.364,1.207,10.508
1993,1.847,8.003,1.314,11.164
1994,1.941,7.344,1.233,10.518
1995,1.856,7.309,1.202,10.367
1996,1.84,7.291,1.243,10.373
1997,2.023,7.327,1.207,10.557
1998,1.983,7.372,1.209,10.563
1999,1.98,7.441,1.232,10.652
2000,2.026,7.337,1.223,10.586
2001,1.934,7.545,1.234,10.713
2002,1.847,7.314,1.332,10.493
2003,1.901,7.375,1.207,10.483
2004,1.858,7.271,1.206,10.335
2005,1.923,7.302,1.475,10.7
2006,2.09,7.299,1.25,10.639
2007,1.912,7.73,1.219,10.86
2008,2.047,7.292,1.205,10.545
2009,1.891,7.464,1.383,10.738
2010,1.944,7.334,1.294,10.572
2011,1.999,7.296,1.195,10.49
2012,1.955,7.786,1.51,11.251
2013,2.113,7.963,1.518,11.595
2014,2.039,7.334,1.308,10.681
2015,1.958,7.273,1.211,10.442
2016,1.894,7.347,1.343,10.583
2017,1.803,7.199,1.191,10.193
2018,1.952,7.217,1.259,10.429
2019,1.839,7.168,1.225,10.232
2020,1.805,7.158,1.183,10.146
2021,1.84,7.278,1.261,10.38
2022,1.909,7.267,1.186,10.363
2023,1.857,10.048,1.855,13.761
2024,2.227,10.773,2.541,15.54
2025,2.222,8.286,1.855,12.363
2026,2.073,7.422,1.207,10.701
2027,2.007,7.358,1.194,10.559
2028,1.892,7.218,1.223,10.333
2029,2.034,7.417,1.267,10.717
2030,2.017,7.283,1.309,10.608
2031,2.041,7.705,1.254,10.999
2032,1.882,7.486,1.205,10.573
2033,1.908,7.412,1.216,10.536
2034,1.912,7.228,1.329,10.469
2035,1.794,7.219,1.236,10.25
2036,1.816,7.229,1.208,10.253
2037,1.836,7.242,1.232,10.311
2038,1.84,7.237,1.185,10.262
2039,1.824,7.207,1.194,10.225
2040,1.838,7.213,1.167,10.217
2041,1.864,7.215,1.19,10.269
2042,1.768,7.229,1.335,10.333
2043,1.86,7.183,1.194,10.237
2044,1.847,7.253,1.288,10.388
2045,1.917,7.249,1.256,10.422
2046,1.906,7.244,1.35,10.5
2047,1.831,7.21,1.231,10.272
2048,1.803,7.178,1.184,10.166
2049,1.816,7.202,1.184,10.202
2050,1.769,7.177,1.218,10.164
2051,1.875,7.245,1.234,10.354
2052,2.478,7.579,1.256,11.313
2053,1.843,7.332,1.245,10.42
2054,1.841,7.212,1.245,10.297
2055,1.837,7.23,1.207,10.274
2056,1.923,7.238,1.315,10.476
2057,1.947,7.271,1.279,10.496
2058,1.845,7.255,1.311,10.411
2059,1.836,7.34,1.338,10.515
2060,2.005,7.292,1.22,10.517
2061,1.815,7.298,1.322,10.435
2062,2.057,7.343,1.328,10.728
2063,2.084,7.313,1.261,10.658
2064,1.936,7.364,1.404,10.704
2065,1.952,7.388,1.219,10.558
2066,1.923,7.457,1.304,10.684
2067,1.94,7.255,1.318,10.514
2068,2.035,7.41,1.218,10.662
2069,1.926,7.285,1.217,10.428
2070,1.972,7.296,1.22,10.488
2071,1.983,8.111,1.253,11.346
2072,2.009,7.377,1.238,10.624
2073,1.989,7.399,1.209,10.597
2074,1.977,7.437,1.305,10.718
2075,1.958,7.277,1.265,10.499
2076,2.273,7.393,1.228,10.895
2077,1.912,7.413,1.311,10.636
2078,2.323,7.506,1.414,11.243
2079,2.401,7.429,1.483,11.312
2080,2.333,7.589,1.33,11.252
2081,2.397,7.474,1.302,11.172
2082,2.186,7.574,1.366,11.127
2083,2.322,7.494,1.32,11.136
2084,2.183,7.492,2.061,11.737
2085,2.282,7.405,1.33,11.017
2086,2.157,7.807,2.038,12.002
2087,2.312,7.77,1.465,11.547
2088,2.44,7.657,1.363,11.459
2089,2.342,7.735,1.397,11.474
2090,2.381,7.688,1.547,11.617
2091,2.452,7.657,1.568,11.677
2092,2.527,7.571,1.983,12.081
2093,2.258,7.492,1.924,11.674
2094,2.239,7.523,1.94,11.702
2095,2.144,7.47,1.918,11.531
